text,like_count,timestamp,clean_text
"This course is amazing, but since it was creating Spotify recently updated their entire Developers section and the console is missing entirely and I can&#39;t figure out how to get the oauth token. <br>Anyone figured this out yet?",6,2023-04-12T15:31:33Z,this course is amazing but since it was creating spotify recently updated their entire developers section and the console is missing entirely and i can39t figure out how to get the oauth token branyone figured this out yet
"If Anybody watching  in Feb 2025 <br>and Stuck on  <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2346"">39:06</a> on Spotify Dev Mode  OAuth (Missing) <br><br>1) You don&#39;t need to Generate O Auth , The API create Auth Token itself . <br>You need to input only  q and type 👍<br><br>2)  If any body stuck 401 Error (49 :07)<br>- First Create Mobile App from Spotify Developer Dashboard <br>- Second You Can use Postman to get bearer token <br><br> (It helps Me in First two Step )<br>(<a href=""https://www.youtube.com/watch?v=N34BM2CU_3g"">https://www.youtube.com/watch?v=N34BM2CU_3g&amp;t=996s)</a><br><br>- Now you can copy Token Bearer paste in curl <br>- I am using window power shell for command <br><br>(But the output format is really bad format ) you can try another sources except command (worst for muti-line )",5,2025-02-26T09:19:44Z,if anybody watching  in feb 2025 brand stuck on  a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt23463906a on spotify dev mode  oauth missing brbr1 you don39t need to generate o auth  the api create auth token itself  bryou need to input only  q and type brbr2  if any body stuck 401 error 49 07br first create mobile app from spotify developer dashboard br second you can use postman to get bearer token brbr it helps me in first two step bra hrefhttpswwwyoutubecomwatchvn34bm2cu3ghttpswwwyoutubecomwatchvn34bm2cu3gampt996sabrbr now you can copy token bearer paste in curl br i am using window power shell for command brbrbut the output format is really bad format  you can try another sources except command worst for mutiline
"So essentially it’s code that take input from the front end and it send the data in a specific format like json to the backend( the server). Then the server responds with with a http code and with the data that you requested I think in json. And the type of api most commonly use is RestApi and Graphql. Also api are used to provide the data of your application to other application. So if I want info from twitter like profile info, likes, posts etc then I need to get twitter api functions to request the data I want.last thing: why api are important? It allows apps to use data from another app and integrate it into their own apps! 😮",5,2023-09-17T06:58:22Z,so essentially its code that take input from the front end and it send the data in a specific format like json to the backend the server then the server responds with with a http code and with the data that you requested i think in json and the type of api most commonly use is restapi and graphql also api are used to provide the data of your application to other application so if i want info from twitter like profile info likes posts etc then i need to get twitter api functions to request the data i wantlast thing why api are important it allows apps to use data from another app and integrate it into their own apps
Your style of delivering the material is absolutely fantastic. Thank you for your hard work!,5,2023-06-01T11:01:04Z,your style of delivering the material is absolutely fantastic thank you for your hard work
@MrHoboninjapirate Thank you for saying this! I&#39;ve been struggling here for a bit trying to get an auth token and thought it was me.,5,2023-06-29T20:09:09Z,mrhoboninjapirate thank you for saying this i39ve been struggling here for a bit trying to get an auth token and thought it was me
Can u deploy a production api after the course,5,2023-04-29T20:39:21Z,can u deploy a production api after the course
This is the course that actually thought me how to work with API&#39;s,5,2023-02-12T22:21:36Z,this is the course that actually thought me how to work with api39s
Craig&#39;s videos always radiate warmth,5,2023-02-06T21:27:53Z,craig39s videos always radiate warmth
"Thank you, I was going to show the old video for my class to use APIs starting this week",5,2023-02-06T16:35:16Z,thank you i was going to show the old video for my class to use apis starting this week
"Spotify docs changes, Twilio Docs changed, Thunder Client is now behind a paywall... But it&#39;s still good to learn the theory of API REST, and the pace of the course with pauses is great. Just sit back and watch",4,2025-06-21T20:58:33Z,spotify docs changes twilio docs changed thunder client is now behind a paywall but it39s still good to learn the theory of api rest and the pace of the course with pauses is great just sit back and watch
U can literally skip the first 1 hour 🤦🏻‍♂️ I don&#39;t know how come so much positive reviews,4,2024-07-15T14:28:46Z,u can literally skip the first 1 hour  i don39t know how come so much positive reviews
"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw"">00:00</a> Learn about APIs and their benefits<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=310"">05:10</a> Interfaces and APIs abstract away implementation details for users and developers.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=972"">16:12</a> REST revolutionized remote APIs<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1293"">21:33</a> REST APIs use HTTP protocol and headers to communicate with resources.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1904"">31:44</a> Spotify API uses REST principles and requires authorization for specific data.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2164"">36:04</a> Creating a new Spotify account for developers<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2760"">46:00</a> Learn how to use curl to make API requests<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3026"">50:26</a> Learn how to navigate and query URLs using JQ<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3584"">59:44</a> Learn how to use Twilio APIs to send text messages<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3848"">1:04:08</a> Learn how to send SMS using Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4402"">1:13:22</a> Explore APIs with visual tools like Postman and REST Fox<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4686"">1:18:06</a> Learn how to filter incoming messages using Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5286"">1:28:06</a> Switching from GET to POST for sending messages with Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5596"">1:33:16</a> Using environment variables in REST clients<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6184"">1:43:04</a> Postman is a powerful tool for exploring APIs and generating code.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6454"">1:47:34</a> Helper libraries or SDKs can make code more concise and legible.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7042"">1:57:22</a> Using asynchronous JavaScript to list messages<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7339"">2:02:19</a> Learn about asynchronous JavaScript and catching errors with promises.<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7927"">2:12:07</a> Helper libraries abstract away HTTP API calls<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8222"">2:17:02</a> Setting up a local web server to view index.html<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8815"">2:26:55</a> Serverless solution allows worry-free scaling<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9126"">2:32:06</a> Create a messaging response with Twilio<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9701"">2:41:41</a> Using Twilio Functions to Access Twilio REST Client<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9998"">2:46:38</a> Create a gallery of images from Twilio API<br><a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=10568"">2:56:08</a> Creating and consuming APIs using Fetch and JSON",4,2024-01-04T15:42:46Z,a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrw0000a learn about apis and their benefitsbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt3100510a interfaces and apis abstract away implementation details for users and developersbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt9721612a rest revolutionized remote apisbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt12932133a rest apis use http protocol and headers to communicate with resourcesbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt19043144a spotify api uses rest principles and requires authorization for specific databra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt21643604a creating a new spotify account for developersbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt27604600a learn how to use curl to make api requestsbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt30265026a learn how to navigate and query urls using jqbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt35845944a learn how to use twilio apis to send text messagesbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt384810408a learn how to send sms using twilio apibra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt440211322a explore apis with visual tools like postman and rest foxbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt468611806a learn how to filter incoming messages using twilio apibra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt528612806a switching from get to post for sending messages with twilio apibra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt559613316a using environment variables in rest clientsbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt618414304a postman is a powerful tool for exploring apis and generating codebra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt645414734a helper libraries or sdks can make code more concise and legiblebra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt704215722a using asynchronous javascript to list messagesbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt733920219a learn about asynchronous javascript and catching errors with promisesbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt792721207a helper libraries abstract away http api callsbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt822221702a setting up a local web server to view indexhtmlbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt881522655a serverless solution allows worryfree scalingbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt912623206a create a messaging response with twiliobra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt970124141a using twilio functions to access twilio rest clientbra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt999824638a create a gallery of images from twilio apibra hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt1056825608a creating and consuming apis using fetch and json
Male and Female are the only genders that exist.<br>Let&#39;s not normalize gender dysphoria mental illness.,4,2023-07-20T18:03:16Z,male and female are the only genders that existbrlet39s not normalize gender dysphoria mental illness
so frustrating - MAJOR issues with accessing the Spotify web api via Terminal. They changed the whole dev interface. I keep getting 401 errors when I take the code from Spotify to my terminal.,4,2023-06-17T16:24:17Z,so frustrating  major issues with accessing the spotify web api via terminal they changed the whole dev interface i keep getting 401 errors when i take the code from spotify to my terminal
"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2254"">37:34</a> tell me youre a braindead npc without telling me youre a braindead npc",4,2023-05-30T16:23:08Z,a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt22543734a tell me youre a braindead npc without telling me youre a braindead npc
"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2955"">https://youtu.be/WXsD0ZgxjRw?t=2955</a> - The Authorization token in the curl request samples on Spotify&#39;s developer page is no longer available to copy to a REST client. This means that following this tutorial will result in authorization failures.",4,2023-05-12T08:33:56Z,a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt2955httpsyoutubewxsd0zgxjrwt2955a  the authorization token in the curl request samples on spotify39s developer page is no longer available to copy to a rest client this means that following this tutorial will result in authorization failures
"Absolutely love the energy, wonderful instructor!! Thank you all so much for the free knowledge ❤",4,2023-05-10T11:21:44Z,absolutely love the energy wonderful instructor thank you all so much for the free knowledge
This guy is amazing. I am wondering how he makes study so enjoyable. I want my kid has teachers like him. Even breaks are included. Wow.,4,2023-04-24T14:25:02Z,this guy is amazing i am wondering how he makes study so enjoyable i want my kid has teachers like him even breaks are included wow
spotify changed its configuration completely and now i am completely lost .... :) seems waaaayyy more complicated to get a token ! i am sooo lost omg :(,4,2023-04-01T00:13:13Z,spotify changed its configuration completely and now i am completely lost   seems waaaayyy more complicated to get a token  i am sooo lost omg
seriously🔥🔥,4,2023-05-28T10:00:05Z,seriously
I wonder if they are allowed to say &quot;HE wrote the code&quot; xD,4,2023-03-30T16:00:21Z,i wonder if they are allowed to say quothe wrote the codequot xd
Cause statistically it&#39;s more likely to be HIM lmao,4,2023-03-30T16:00:51Z,cause statistically it39s more likely to be him lmao
dude you’re such an awesome instructor. i hope to one day be like you!,4,2023-02-07T01:57:58Z,dude youre such an awesome instructor i hope to one day be like you
Wow this is the kind of teacher that inspires me the most! Thank you,4,2023-02-06T23:26:27Z,wow this is the kind of teacher that inspires me the most thank you
"I was pretty much keeping up, then we got to Twilio.  I created an account, created a phone number.  Then I tried to verify the number.  I kept getting a pop-up asking for a business name and URL.  I never got pass that",3,2025-05-12T18:09:19Z,i was pretty much keeping up then we got to twilio  i created an account created a phone number  then i tried to verify the number  i kept getting a popup asking for a business name and url  i never got pass that
@skyd3vs thats what i got really frustrated after trying to find it until i saw your comment thanks,3,2024-12-23T18:03:16Z,skyd3vs thats what i got really frustrated after trying to find it until i saw your comment thanks
"also in the course of learning, it&#39;s a good idea to watch the video multiple times. i&#39;ll usually start each learning session with rewatching what i&#39;ve learned the day before. not only does it help for the knowledge to sink in but you pick up the bits you didn&#39;t pick up the first time. and sometimes a single word or sentence repeated is enough to commit something to memory for life. I&#39;m 54 years old, and have been a systems engineer my whole life, and have interacted with many API&#39;s, including the Twitter API, the Wordpress API, various gaming API&#39;s. I watch this sort of thing fairly regularly as computing is a fast moving field with many concepts learned either fading out with time, or replaced by newer technology. This is super important if you are currently working to keep abreast of emerging technologies you may need for upcoming projects or jobs.",3,2024-11-23T22:47:34Z,also in the course of learning it39s a good idea to watch the video multiple times i39ll usually start each learning session with rewatching what i39ve learned the day before not only does it help for the knowledge to sink in but you pick up the bits you didn39t pick up the first time and sometimes a single word or sentence repeated is enough to commit something to memory for life i39m 54 years old and have been a systems engineer my whole life and have interacted with many api39s including the twitter api the wordpress api various gaming api39s i watch this sort of thing fairly regularly as computing is a fast moving field with many concepts learned either fading out with time or replaced by newer technology this is super important if you are currently working to keep abreast of emerging technologies you may need for upcoming projects or jobs
"Maybe Spotify has changed since  this was  filmed, but  I cannot replicate what you are showing. I can&#39;t get the &quot;Console&quot; page; if I type in that same URL, I&#39;m redirected to  Documentation. Anyone else getting this?  Thanks.",3,2024-11-14T21:23:26Z,maybe spotify has changed since  this was  filmed but  i cannot replicate what you are showing i can39t get the quotconsolequot page if i type in that same url i39m redirected to  documentation anyone else getting this  thanks
"Chipmunk <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=148"">2:28</a>",3,2024-11-05T23:55:35Z,chipmunk a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt148228a
Who is with me he is looking like a mrbeast 😂,3,2024-07-03T21:03:45Z,who is with me he is looking like a mrbeast
&quot;Education isn&#39;t meant to be binge&quot;<br><br><b>binges 3 hours course</b>,3,2024-06-24T02:29:13Z,quoteducation isn39t meant to be bingequotbrbrbbinges 3 hours courseb
I found a post from spotify community --&gt; Web API Reference &quot;Get Token&quot; button where they give you a working solution,3,2024-03-06T16:36:28Z,i found a post from spotify community gt web api reference quotget tokenquot button where they give you a working solution
"This is great!! I am struggling in the Spotify part with the Oauth, like Dennis mentioned, the UI has changed in the dev section. <br>Has anyone been successful with the Oauth part? I keep getting a 400 error.",3,2024-01-06T04:26:39Z,this is great i am struggling in the spotify part with the oauth like dennis mentioned the ui has changed in the dev section brhas anyone been successful with the oauth part i keep getting a 400 error
Where has the console gone in Spotify?,3,2023-12-10T02:00:29Z,where has the console gone in spotify
you are or Male or Female. thats it.,3,2023-10-06T15:54:25Z,you are or male or female thats it
I don&#39;t know why but this guy is look like old Mr.Beast🥲,3,2023-10-01T09:09:35Z,i don39t know why but this guy is look like old mrbeast
the only thing i achieved from this video was confusion . it was too cumbersome and i just found it really hard to grasp,3,2023-06-21T13:46:52Z,the only thing i achieved from this video was confusion  it was too cumbersome and i just found it really hard to grasp
"i stuck in <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2950"">49:10</a>, still can&#39;t figure out why i can&#39;t get spotify artist or playlist locally using windows powershell",3,2023-06-15T08:21:54Z,i stuck in a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt29504910a still can39t figure out why i can39t get spotify artist or playlist locally using windows powershell
"Can i just say how impactful it was for you to make your developer a “she” at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=413"">6:53</a><br>It’s little instances like that, that you may think people won’t care about or notice but just about made my day. Representation 🙌🏽<br><br>You are a great teacher! Off to watch the rest!",3,2023-06-06T03:18:50Z,can i just say how impactful it was for you to make your developer a she at a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt413653abrits little instances like that that you may think people wont care about or notice but just about made my day representation brbryou are a great teacher off to watch the rest
"Turned it off at the <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2245"">37:25</a> mark.  Absolutely ridiculous.  There is no need to fuel the flames of mental disorder.  There are only 2 genders.  There always have been.  That is just simple science, and a natural law of the universe / mother nature.  Saying that is not un-inclusive, it&#39;s literally just a fact.",3,2023-05-12T04:09:30Z,turned it off at the a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt22453725a mark  absolutely ridiculous  there is no need to fuel the flames of mental disorder  there are only 2 genders  there always have been  that is just simple science and a natural law of the universe  mother nature  saying that is not uninclusive it39s literally just a fact
HA. A decade. I started to learn coding JS and scratched some html and css since a month ago and whenever i meet a new term like i did with API i take a course.<br>I can not help myself to not know things while i do something and i think it will be my doom in the programming world as i got the feel it would take me forever to grasp all the concepts and terminology..,3,2023-04-26T20:44:47Z,ha a decade i started to learn coding js and scratched some html and css since a month ago and whenever i meet a new term like i did with api i take a coursebri can not help myself to not know things while i do something and i think it will be my doom in the programming world as i got the feel it would take me forever to grasp all the concepts and terminology
"Sorry if this has already been addressed, but I am stuck at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=117"">1:57</a> because I am on windows and neither the Linux or the windows options worked to load the environment credentials.  Anyone else have this problem and maybe a hint what to do?  Great video btw, thank you!",3,2023-03-22T19:19:41Z,sorry if this has already been addressed but i am stuck at a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt117157a because i am on windows and neither the linux or the windows options worked to load the environment credentials  anyone else have this problem and maybe a hint what to do  great video btw thank you
"Its terrible - too much unnecessary chat complicating matters, bad descriptions that look more like built in adverts and what&#39;s his obsession with Byonce doesn&#39;t he even know its a m an?",3,2024-02-21T05:32:00Z,its terrible  too much unnecessary chat complicating matters bad descriptions that look more like built in adverts and what39s his obsession with byonce doesn39t he even know its a m an
"This tutorial does not work for Windows unfortunately, unless you have the patience to do a lot of Stack Overflow research to find some workarounds to the constant errors.",3,2023-03-11T11:19:56Z,this tutorial does not work for windows unfortunately unless you have the patience to do a lot of stack overflow research to find some workarounds to the constant errors
"First off Carlos, you&#39;ve got this! Take your time learning XYZ, and remember at some point everyone has to learn it too. This might be a bug in the AI, but you got this! 💪🚀",3,2023-02-20T18:07:13Z,first off carlos you39ve got this take your time learning xyz and remember at some point everyone has to learn it too this might be a bug in the ai but you got this
"Thank you for making this free, I feel such great gratitude! ^^",3,2023-02-15T00:25:54Z,thank you for making this free i feel such great gratitude
This video is amazing. I can listen to this guy all day. Thank you very much,3,2023-02-07T13:17:17Z,this video is amazing i can listen to this guy all day thank you very much
Thank you so much sir🤝 Your work is very impressive👍❤,3,2023-02-07T07:13:52Z,thank you so much sir your work is very impressive
The production quality here is amazing.,3,2023-02-06T21:26:18Z,the production quality here is amazing
"Great, but the dad jokes and faff is really annoying. Learning is not about unnecessary distractions.",2,2025-09-20T09:28:46Z,great but the dad jokes and faff is really annoying learning is not about unnecessary distractions
to be honest started off well but how the extension and the app works is poorly explained,2,2025-04-06T17:58:09Z,to be honest started off well but how the extension and the app works is poorly explained
I cannot find the console tab on Spotify for developers....what may I be doing wrong?,2,2025-02-19T04:59:26Z,i cannot find the console tab on spotify for developerswhat may i be doing wrong
You should really change the title of this video and add &quot;for MAC OS&quot; because it&#39;s not really for beginners if you&#39;re using windows. I managed to get most of the thing you did to work but it did take quite a bit of googling and doing extra thing that are not mentioned in the notes. Many people would just give up and watch something else as it does take time to make this work on windows and it take away from the learning flow.,2,2024-12-16T13:13:20Z,you should really change the title of this video and add quotfor mac osquot because it39s not really for beginners if you39re using windows i managed to get most of the thing you did to work but it did take quite a bit of googling and doing extra thing that are not mentioned in the notes many people would just give up and watch something else as it does take time to make this work on windows and it take away from the learning flow
"This is my first foray into API programming. The expected changes to Spotify mentioned early in the video are quite apparent, as are considerable changes in Twilio, making the training difficult to follow. I&#39;m constantly having to pause the training to dig through the website to locate the relevant pages in order to follow the training path. The information contained is very thorough and appreciated but, it definitely needs a complete update.",2,2024-12-09T14:30:03Z,this is my first foray into api programming the expected changes to spotify mentioned early in the video are quite apparent as are considerable changes in twilio making the training difficult to follow i39m constantly having to pause the training to dig through the website to locate the relevant pages in order to follow the training path the information contained is very thorough and appreciated but it definitely needs a complete update
Excellent introduction to APIs! 😮,2,2024-12-07T12:46:00Z,excellent introduction to apis
"Spotify Does;nt have the Console in this verson!! &quot;At <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2333"">38:53</a> How do I use the commands?&quot;",2,2024-12-01T18:41:43Z,spotify doesnt have the console in this verson quotat a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt23333853a how do i use the commandsquot
"it doesnt have console but you can get the same functionality in search but still , spotify isnt giving authorization bearer token . so got stuck at that point",2,2024-12-19T16:41:34Z,it doesnt have console but you can get the same functionality in search but still  spotify isnt giving authorization bearer token  so got stuck at that point
"Why not take a cat nap? <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=825"">13:45</a>",2,2024-11-06T00:08:09Z,why not take a cat nap a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt8251345a
"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2097"">34:57</a> should we thank her first?",2,2024-10-14T19:47:51Z,a hrefhttpswwwyoutubecomwatchvwxsd0zgxjrwampt20973457a should we thank her first
"This course is quite good, however it woul&#39;ve been better if it was focused for people who already know how to code because who the hell would try to learn APIs without coding knowledge",2,2024-10-13T11:25:41Z,this course is quite good however it woul39ve been better if it was focused for people who already know how to code because who the hell would try to learn apis without coding knowledge
I&#39;m just starting with backend developing and this helped me a lot. Thank you!,2,2024-05-26T01:09:49Z,i39m just starting with backend developing and this helped me a lot thank you
